Years of Gym Membership,Weekly Workout Hours,Age,Nutrition Knowledge Level,Income Level,Monthly Expenditure (USD)
4,7,25,1,3,781.639336531504
3,8,48,1,1,614.3732494637381
7,2,29,4,3,870.345671123371
0,1,38,5,2,538.2661972709313
8,6,47,2,2,997.0098892634109
0,4,44,3,1,445.5924352539444
7,20,61,2,3,1453.0819686819407
3,4,43,3,3,814.7154183171821
8,19,50,2,1,1140.6663013205023
10,12,43,5,1,1193.1982302269168
4,20,43,5,3,1233.4364807750087
2,19,53,4,3,1247.3487191314618
8,5,57,2,2,1029.2374818438575
10,19,18,2,3,1284.1130959177206
8,17,32,4,3,1402.2553477759197
3,1,18,4,2,616.2518662996181
10,5,28,5,2,1095.3153581106662
3,8,19,5,2,715.1863485602832
7,2,18,2,2,778.326883937298
1,0,48,5,1,466.8292134814917
8,0,61,5,2,1089.6636189920564
5,18,33,2,1,947.5061531452969
8,4,39,4,2,1044.5029966906222
7,12,59,2,2,1026.9776250122234
6,18,35,1,2,1018.9691852814323
0,11,64,2,3,850.0135963901133
2,15,34,1,1,644.103530893229
10,18,47,2,2,1376.2508659056775
1,2,27,1,3,540.2354094946312
4,11,52,1,1,766.4336161852092
4,4,38,2,1,574.8476604872677
4,1,33,5,3,786.9414277566176
3,6,23,3,1,618.2892556006188
4,12,20,5,3,986.6653989747417
2,14,58,1,2,941.5685668847674
0,2,60,2,3,833.2336829986396
4,20,38,2,1,949.107011009522
8,19,30,2,1,1019.1487631953019
8,4,35,2,2,908.1485292267238
3,7,41,3,3,978.95453801225
2,0,44,4,2,694.3371311254741
0,7,21,1,3,542.6983389923666
1,17,39,3,3,959.7981803730382
7,19,41,5,3,1423.7507052890749
0,15,57,4,2,928.9782861981881
7,17,62,4,2,1359.2837691875743
6,19,27,2,1,963.0478628309088
7,11,19,3,2,974.4299475212508
5,12,57,5,3,1209.7369502824217
8,12,23,2,3,1184.6715764445578
2,9,35,2,3,738.6852675148181
9,6,34,1,2,893.8394415431173
3,13,55,4,1,869.2675741792315
5,15,62,5,2,1176.0815464955645
7,14,40,4,1,973.6732076677627
4,11,63,3,2,939.6725703720707
2,8,47,1,3,878.4250993388814
5,7,38,2,1,731.6499309822424
3,17,27,1,2,842.8665462548078
8,17,60,2,3,1402.8148347886502
2,12,30,1,1,699.9074552015838
3,17,29,2,1,800.8150667527234
6,14,26,4,3,1124.4379894530086
6,3,21,4,3,853.1204199885409
3,16,56,4,2,1099.9481523960515
5,4,41,4,2,851.7817175248676
2,15,51,1,3,1067.6059266245254
5,8,56,2,2,941.9621952045785
1,9,58,4,3,990.3824497685655
7,17,22,1,3,1094.4466833693748
1,16,32,2,2,753.957878420347
10,17,21,1,2,1083.6602998804199
6,6,56,4,1,959.7234309739952
8,3,25,3,1,773.0884026532531
0,4,62,1,2,651.9781465427217
7,15,41,4,2,1259.8088444278399
6,2,45,5,2,872.6665974390361
5,17,60,2,1,1000.1016795178539
5,20,44,4,2,1150.6434703695522
5,13,18,5,1,744.8254318538553
8,14,51,1,1,1055.3394999525792
1,16,34,1,1,714.2099808457214
0,0,54,5,1,522.4518556890478
5,20,55,5,3,1296.4543212176504
9,16,43,2,2,1227.1557675130666
10,10,41,1,2,1141.2585464075914
7,16,56,5,3,1448.125552598558
2,13,38,3,2,879.8234276481192
9,19,47,3,1,1237.7259830350947
0,18,64,5,3,1112.6376078410722
8,20,30,2,1,1139.706532045725
0,6,54,1,3,690.334855443887
2,12,20,3,1,672.7682185830027
7,17,49,5,2,1252.050211950333
2,13,52,5,2,1047.5568804158695
3,0,36,4,2,661.7636277803041
7,6,31,5,3,977.0177136424605
0,7,39,2,2,627.0219940942474
5,17,34,3,3,1162.7420461055729
0,8,21,4,1,509.3076822673025
0,0,62,3,2,712.5944976790165
7,16,57,3,1,1131.9361754674612
10,18,36,2,2,1222.3766274928187
3,5,54,5,1,833.3768831331695
0,2,19,2,3,406.0219077166181
9,4,32,5,2,1002.6800688283121
6,1,19,4,3,837.1047681135117
4,19,28,2,3,1035.0625060375949
4,3,62,2,1,726.8112771289761
0,9,40,1,2,603.210028464309
9,9,27,2,3,1201.7910598463532
10,20,20,1,1,1008.9132110872465
5,10,22,5,1,814.3677034307955
8,15,20,5,1,1003.9630016779132
8,16,55,5,2,1316.8741235358802
7,15,30,1,2,1064.0046344750056
4,6,59,5,1,890.9009627987812
0,15,36,3,2,787.1407788316503
8,2,57,2,1,822.1104308827577
0,15,52,1,2,849.3091174735998
7,7,41,5,2,1001.2124634386198
4,11,41,3,1,884.3195060658852
2,2,34,2,1,437.5294488335321
10,16,57,2,2,1416.5415915789088
6,20,27,5,1,1090.086667740373
6,17,19,3,1,841.2982497621213
8,10,61,1,1,1017.2251175936822
6,3,40,5,1,895.1171615341661
10,15,23,2,2,1216.17264764831
2,16,19,2,3,853.245295279724
10,8,38,2,2,1175.1828582200883
0,5,52,5,1,624.0940029153352
7,19,46,4,1,1262.140789839501
2,1,24,4,2,556.0390223082143
7,8,46,4,1,945.4075314101805
7,20,54,3,2,1359.4084444866512
4,5,40,5,3,962.5999755080094
0,2,50,2,1,477.87595361265574
9,19,25,3,3,1301.8704518829898
6,5,29,4,3,1023.5602134732395
9,6,63,1,1,1064.1143741798662
4,0,27,3,1,592.5776025430731
7,0,32,3,2,732.0114604705789
8,4,41,5,2,976.8639166547158
10,5,43,3,1,967.6565212881633
6,12,64,5,2,1198.0328243259398
6,1,59,1,3,878.3525637578482
0,14,56,2,3,951.8640801176078
3,14,20,2,1,668.0858638937796
1,12,19,4,2,767.7985368873442
1,13,23,4,1,749.9457739734141
1,6,38,1,3,660.2974242718377
3,13,26,2,1,661.6352704875268
0,9,27,4,1,572.364027787393
3,16,53,3,1,929.8487592534237
1,13,20,5,1,678.483652476529
4,7,58,4,3,1116.4697293373997
2,3,41,1,1,481.4159827665324
7,15,39,2,1,951.7128075947934
3,12,31,1,2,713.4763878743538
0,19,59,5,1,916.133751311302
0,17,62,5,2,982.4068549552322
9,13,61,1,1,1188.2441559971217
2,17,44,4,2,1049.6240734435173
8,4,50,4,1,1019.4273420549879
6,8,39,2,2,879.9459236677908
1,2,46,2,1,439.8378880721438
8,7,36,3,1,819.3284220913228
9,19,36,3,2,1300.151339638273
1,9,23,2,1,549.2361450578874
2,18,62,3,1,924.6662410560143
10,20,36,1,1,1135.9925380080203
9,2,30,4,1,954.2914381849889
1,10,43,3,3,819.7421563473418
2,10,39,3,1,679.3820399366309
5,16,38,1,3,1066.678522912117
8,15,53,5,3,1348.3294765256871
8,6,19,2,1,820.0940500730682
6,3,64,1,2,822.5519457355223
2,18,61,5,2,1171.217677007582
3,11,47,1,1,748.4024732922791
5,14,44,4,3,1156.5656587913204
10,10,24,1,2,1037.4015167226605
4,4,37,1,1,617.7136750123655
1,4,48,4,1,557.8589292840351
5,14,40,2,3,1098.8376690995046
2,17,30,5,2,895.5918676812826
7,10,34,3,1,802.4489990731472
1,11,21,2,2,665.8495007522779
0,1,31,1,1,426.85831393794876
8,19,37,3,1,1183.3028012411357
2,14,30,4,1,747.6288909686517
10,19,20,2,3,1320.1697318191423
0,3,43,5,3,706.7369080790515
6,17,43,2,3,1195.165710563575
9,5,35,2,2,994.9495456076066
4,18,49,3,3,1075.6810434522552
4,10,31,4,3,846.9891596169658
0,1,64,4,2,682.5597542638457
8,7,20,2,2,890.0433403139069
6,10,18,4,2,860.7120242336518
7,4,43,3,2,884.3378105223811
8,17,41,3,3,1307.1145342987795
5,17,52,5,3,1279.0826680881148
4,13,31,4,2,1006.1672536791457
5,9,20,5,3,926.4972838797329
10,2,30,1,1,858.1974953653573
1,8,64,3,3,949.5132627401366
3,2,31,2,1,494.5284484137005
2,10,38,3,2,818.2492520881985
6,11,43,1,2,987.0835662048025
8,11,20,2,3,1017.1911681055559
4,2,57,4,2,815.3334047777965
5,20,21,4,3,1194.388637110881
9,6,53,3,3,1195.100327184765
1,13,60,2,3,1000.5373435922118
2,10,18,2,3,808.1262820452498
2,6,57,5,1,753.642940150495
8,20,64,1,1,1219.7063798624886
6,9,50,4,2,1014.0188724407016
7,10,24,3,1,841.7837809489698
10,14,28,2,2,1158.2887383607215
9,18,44,4,2,1393.201370398978
10,15,31,3,3,1315.6764328559348
8,20,39,4,3,1406.21210150567
5,19,33,3,3,1223.985428799466
3,11,63,4,3,1088.5006489592192
0,17,29,5,3,912.7895312962046
7,12,63,1,3,1278.566759212436
6,4,27,4,1,793.0002750666445
1,3,41,1,2,546.9184648533758
7,13,63,4,2,1328.0350439561644
4,7,35,2,3,883.2876305926184
6,8,39,5,1,948.8166781144191
3,18,26,5,3,1187.7503862948586
4,2,34,1,1,508.56658801666526
7,4,55,2,1,838.9337160709053
0,20,57,3,2,1014.9708450118742
0,17,30,5,2,831.9707360520603
3,0,54,2,1,532.9534124928389
2,7,23,2,2,597.5412349055273
9,18,38,1,1,1059.2617992469134
1,16,53,2,1,796.2309097037709
2,16,24,2,1,708.1545991234399
10,10,53,3,2,1309.2469021319582
10,1,42,1,3,1119.0249280930364
10,5,28,1,2,954.1382174893696
0,13,61,2,3,1030.3796568392836
0,2,31,3,2,431.30684110821267
5,11,62,4,2,1029.9969014446112
4,3,46,5,3,877.892401547924
7,11,27,1,1,776.4359489694247
1,12,22,3,3,827.9038365979911
3,1,25,3,1,569.1080373141834
7,1,63,2,1,931.1620258252942
5,14,22,5,2,895.7700841337091
0,16,41,1,2,797.8410925721853
3,6,57,4,2,951.3533345612344
0,13,43,2,2,784.8967971851454
1,11,23,1,2,583.3315304546724
4,16,33,1,3,1023.4200459729178
7,13,53,3,3,1217.4243124065056
7,5,29,5,3,1082.371316003202
10,18,28,4,3,1346.8204869897631
2,5,20,5,2,684.269071957958
10,17,61,3,3,1499.496275052587
3,4,54,4,3,938.1602367263787
9,5,23,4,1,872.3255522323202
10,1,36,2,2,941.9830731810733
5,7,35,4,3,1032.3386503316788
10,14,33,1,3,1351.3240646921524
10,14,40,5,3,1386.7518108199135
9,10,60,5,2,1309.3320010222487
2,0,54,2,3,675.677395047571
1,17,26,4,1,716.9748940607864
5,11,20,3,2,823.6583310964224
10,11,25,1,1,912.0421778929615
4,10,55,2,2,987.9624578413878
9,7,21,4,3,1120.1725968855244
4,6,29,3,2,727.6671160710679
9,20,61,4,2,1472.0901743610093
4,1,48,2,2,779.8161663942858
9,10,42,3,1,1101.3826563680013
4,9,33,3,2,862.9154248063226
2,2,59,3,3,791.5313954177374
6,19,31,3,2,1130.9668189513075
5,9,30,4,2,845.4507752381771
3,17,58,3,3,1165.636128083334
1,13,24,4,3,898.8975891133161
8,17,29,3,1,1133.160617858246
0,7,54,3,3,767.8600759605763
10,9,21,2,3,1186.6310094510443
3,12,19,4,3,936.3603171397326
0,20,52,4,2,967.9697791598088
5,7,61,5,1,982.3058606630391
3,3,20,2,3,731.3139529613123
4,3,21,4,3,827.5329263945789
4,4,55,2,3,862.3157862324682
8,0,29,2,2,791.092503639539
0,16,36,2,2,779.9809328691944
1,1,27,1,1,294.8252183202209
5,7,18,4,1,777.8975878715283
4,6,34,2,2,765.6724881652056
10,14,33,1,3,1252.3216128968872
6,4,26,1,3,814.1967740792916
2,1,26,3,1,405.24154147455044
2,6,26,3,3,775.2921360512609
9,7,29,4,2,1096.2403011659571
1,6,58,3,1,616.806426671188
2,6,32,4,2,773.4633657518664
9,13,19,1,2,1015.6523227187778
0,20,28,1,3,830.1544238144131
4,17,28,4,2,1023.8619811553067
4,5,25,3,2,655.019446238223
10,3,49,3,3,1126.7446612647489
6,9,23,4,2,867.3378239148403
3,17,37,5,3,1085.7371282143845
2,11,56,3,2,927.4750050455542
0,15,52,2,3,855.1883648534381
7,6,25,3,3,1003.4393146478703
2,5,60,5,1,792.076994314533
1,4,51,1,2,687.2344358881332
10,2,36,1,2,925.4068104578918
3,11,24,1,1,599.3672539597286
2,14,48,3,3,1111.822429148135
0,9,35,1,3,752.6574420733666
2,19,57,5,1,1001.2693010985023
1,18,31,5,1,872.3334531854391
7,15,56,3,3,1332.3736136226462
5,10,53,2,3,1075.8156169671054
8,7,34,3,1,1024.1626475972712
7,2,54,1,2,943.7398764141702
9,6,61,3,3,1359.3404865874688
2,6,26,5,1,546.8901585219036
4,13,37,3,2,1024.8806856871902
6,1,62,3,2,912.1823155284025
4,9,45,2,2,856.5370613896807
7,18,37,5,2,1264.4915663289644
4,8,58,4,1,895.6184711972925
0,15,53,4,3,1037.755251347066
4,18,44,5,2,1174.1744573381995
3,17,25,4,2,902.3386199709124
5,8,49,1,1,735.1759750850406
2,15,18,4,2,800.4359872148444
10,12,34,1,1,1039.3290006369507
4,9,26,5,1,764.4528007115895
1,19,37,4,3,1103.3452846484984
10,13,62,4,2,1399.2216674820304
5,11,49,1,3,1176.8556674340043
5,18,19,1,1,907.2908345519614
4,6,49,3,2,839.9293408383119
5,14,62,2,1,911.2248977124683
10,15,26,4,1,1269.4039187254964
6,7,47,2,1,820.8775749219902
4,9,37,2,2,871.4408509396565
0,3,55,4,1,521.6393703311578
7,18,18,1,1,1009.932157142102
3,18,22,3,2,952.3885871782776
8,20,52,5,3,1455.64475062654
9,14,53,4,1,1117.2554327700573
5,13,18,4,3,1029.4349881165053
0,0,31,5,3,629.8563828678103
2,15,26,2,3,928.1360996690622
2,9,47,3,3,866.1109394270709
9,18,41,2,3,1342.8115566981558
3,2,21,5,3,650.5066118978924
5,4,31,5,2,807.3939974207394
6,8,42,3,2,878.4413934892273
9,17,21,5,3,1309.3709085352675
3,10,42,5,2,926.407519535223
5,15,27,3,2,990.6873085996579
10,1,52,4,3,1166.2989588588441
0,11,24,2,3,713.6041791869646
7,5,59,4,1,1038.9016377557464
6,10,30,4,2,956.0906809658327
10,7,21,2,3,1041.0491745694198
10,11,60,4,2,1379.2803120330636
8,1,53,3,2,1029.6010107717755
2,8,31,2,2,640.1774666360983
1,14,35,1,1,600.5478937833087
0,1,25,4,3,465.8367204946629
2,0,49,5,2,671.9578660525058
4,9,44,2,3,913.8637845937686
10,1,59,1,2,968.8546411299466
1,11,54,5,3,971.7611070448236
2,7,40,1,3,769.7533037649557
3,4,24,4,3,760.608854417986
6,0,29,5,2,778.8057218092506
2,14,42,4,1,886.2177089032906
8,5,20,5,3,1065.3709930412351
7,11,43,2,1,977.5364163377378
3,7,21,3,3,875.531864460718
0,12,59,3,1,774.3450332775059
0,18,53,1,3,941.3201398655508
0,0,32,5,1,317.34975888672545
0,10,49,4,3,846.4339444304494
7,19,46,2,3,1392.773459496793
2,0,27,2,1,443.99234265645055
5,7,38,2,3,921.6312134165636
2,4,33,3,2,631.047574763394
10,16,64,4,3,1566.3909268564296
4,7,36,2,3,849.2014773457203
6,9,46,2,2,942.1938601290169
1,1,35,1,2,442.55561021229255
5,8,61,5,2,1089.6168809447768
5,2,33,5,1,652.2062349021307
10,17,18,5,2,1352.0936582977647
2,6,19,1,1,444.68894283035644
5,14,32,3,2,924.7102384309293
9,20,56,1,1,1311.3003124302759
9,19,45,2,2,1390.0145782724057
4,17,18,4,2,1107.055464349838
1,2,22,2,3,628.538686196219
8,13,59,2,2,1171.2409130077394
7,1,39,4,3,995.5033037413458
2,13,53,5,2,1101.4361162461844
7,10,63,1,2,1056.0920641918801
8,15,30,3,3,1176.5008110049405
2,7,18,2,3,670.5014145839082
2,6,33,2,1,494.2644297702872
1,10,58,3,3,899.6217294613963
7,2,39,1,1,681.940387216374
9,16,49,2,2,1310.8023069056342
0,13,33,3,3,750.170091129532
7,5,32,2,3,976.5433762497643
6,7,63,5,2,1066.7527462332203
6,4,59,5,2,1052.4992854549396
2,7,29,2,2,677.9431897794288
0,1,18,2,2,414.6306230422148
3,14,34,5,3,1094.6215915082175
8,11,58,2,2,1138.9447527670413
4,16,45,1,2,974.7822167918457
0,0,24,1,3,523.4824960989591
4,14,26,4,1,852.0950494273509
7,13,39,1,3,1179.3700155347942
7,19,43,2,1,1044.148679316673
4,15,29,2,2,952.6803458768761
8,8,24,3,3,975.6954126068464
0,0,63,1,2,468.54969636517427
3,16,64,5,3,1195.0293037420959
2,12,32,5,1,771.2798404847563
1,20,55,4,3,1174.8371226138865
7,20,38,3,2,1189.2966656332787
6,4,31,5,3,888.7648224309561
8,9,19,4,2,1042.6746717760007
1,5,25,1,3,634.3796880269224
3,18,62,3,1,1031.3899954626615
5,12,23,3,3,1091.332922150607
10,0,54,2,3,1137.500935317995
2,19,54,1,3,1030.404793833653
7,14,50,3,3,1336.4383353938997
2,13,58,4,1,849.6263813403847
1,7,23,5,2,649.7410291603788
2,9,43,1,3,798.1776480518142
10,8,56,1,3,1228.38134647532
5,16,58,3,3,1228.9219630674434
1,8,54,3,1,746.0315039735302
7,2,31,3,2,781.6742444834609
0,10,54,4,2,843.4756419608241
6,11,25,2,3,912.5468002137666
1,9,56,3,3,980.0481577487741
9,16,30,2,2,1265.2866164542606
5,16,30,2,3,1028.8120213916632
1,10,57,1,3,868.9468172636763
1,3,60,5,3,892.1925959609091
9,6,45,5,1,1014.7946382971979
7,20,35,4,1,1239.1370752436999
1,13,36,4,2,811.0805715727283
6,6,55,5,1,918.9938240852687
2,7,49,5,1,738.9411000001323
7,0,39,1,2,738.1885838913735
6,3,19,1,1,586.0464601194597
7,11,30,5,2,1047.5112884904809
6,2,40,3,3,891.0484736795333
10,12,42,3,2,1279.8733370237126
5,19,45,1,2,1000.3786543034184
6,5,28,2,2,888.1394994359677
4,10,50,5,3,1111.519458520411
6,3,41,4,3,1077.3571497598055
0,19,19,3,3,913.1003845798542
0,15,47,2,2,727.8277696066
8,6,34,3,2,983.5361121700361
4,10,57,2,2,855.2403486014123
4,0,51,5,2,759.8208681812704
2,6,55,5,2,838.159621926007
4,11,39,5,2,929.7451971657216
2,6,22,1,2,536.1768882746888
8,6,57,2,1,931.6457039932101
8,9,33,4,3,1276.4533136194834
5,15,30,4,1,925.942750522058
0,7,43,5,3,836.1731962834551
6,8,48,4,2,1017.4105121880989
6,8,56,3,1,946.8691740695284
9,1,40,2,2,827.2314183035819
9,12,29,2,1,1078.535375149474
3,12,31,2,1,668.9099143788825
7,3,35,3,2,932.2901050780882
5,11,44,1,1,879.2346533349025
3,16,45,3,1,795.0837556754398
3,1,35,2,3,707.8041198152517
1,12,33,2,2,735.2666511999364
1,17,33,2,2,820.4900269157183
3,14,30,4,1,799.952990940194
4,7,46,1,2,778.2096323683022
7,14,26,3,3,1114.3078981374254
5,0,43,2,3,877.9020117451471
3,19,45,5,2,1124.8879572106234
10,9,58,1,2,1209.2660829448907
6,11,30,5,3,1039.944130615716
7,4,53,1,2,912.165703003706
1,8,26,2,1,497.20891937221467
6,7,64,1,2,1032.0390237492252
1,15,31,1,1,547.8223397777015
1,13,29,2,3,760.2097673648286
7,12,49,5,2,1274.936563431366
1,20,55,5,3,1135.13085170996
10,12,20,4,2,1067.4221854135328
8,4,33,5,1,860.0914335762752
0,15,37,5,2,795.3092278002364
8,10,49,1,3,1207.5563530341146
0,4,40,4,1,531.9420751370297
9,12,34,2,2,1071.5319094976355
9,10,33,2,3,1156.0538553231756
1,18,55,3,3,1101.8468546418464
5,2,25,4,2,763.522388707648
5,14,36,1,3,988.2704093420809
0,6,47,3,1,498.79584652799474
6,6,51,3,2,1070.816617186342
7,5,31,2,1,752.01415729674
1,2,39,5,3,809.6724225869449
7,12,61,1,3,1236.4305496352579
8,6,34,4,3,1164.751246860964
5,4,32,3,1,711.2643018330704
4,17,49,1,3,1123.5497756945208
8,7,30,2,2,957.9580950711577
10,16,38,3,2,1237.9647551112387
8,19,57,3,3,1446.6662475946655
0,0,50,2,2,483.8978220436992
10,13,44,2,1,1123.608290491931
2,16,52,2,1,821.5216794063554
8,9,33,1,3,1083.1199600877865
10,11,45,1,2,1206.8976791597725
1,15,51,1,2,828.1237554824356
3,13,64,5,3,1227.7440512911855
3,15,18,3,1,709.2275579867238
1,7,58,1,3,814.3348300231598
2,9,48,5,2,996.1685308831775
2,16,53,3,2,914.9304030586721
0,17,61,1,3,953.9304289960287
5,19,50,2,1,949.2804756809709
7,15,50,4,1,1131.4223636553934
2,16,56,1,3,1030.8268680005772
4,15,35,4,2,1001.2859771720626
0,18,40,1,1,644.4222276450455
9,7,40,2,3,1111.9148376254989
6,5,32,4,2,882.7028745453757
9,5,43,5,1,944.8596583250531
0,20,47,2,1,839.0754293841975
10,8,42,4,3,1220.4557597842804
8,3,62,4,2,1082.4522258565553
7,11,33,2,1,873.2104046997357
6,11,56,2,3,1134.9975957872784
9,16,62,2,1,1159.7136739696734
6,14,31,3,2,1022.7902132522281
4,8,34,5,1,719.5972686600716
4,6,29,1,2,702.0096083900094
10,9,46,4,1,1092.025742945102
4,15,49,1,1,872.4864781863951
0,11,41,2,3,694.4326257138107
7,6,30,5,1,915.6139098488109
10,17,37,5,2,1429.817050705397
0,14,32,3,3,802.3958326293322
3,5,21,2,2,755.0705189109589
8,11,51,4,2,1233.0357816687788
8,10,45,3,3,1202.0890473298603
4,19,19,2,2,910.4524642386959
3,2,64,3,1,660.9332010747185
2,1,47,1,3,655.4630723207786
2,5,43,2,1,569.5065298035613
4,4,64,4,1,817.8120434727617
9,17,43,4,2,1254.7984274098364
0,15,37,2,2,812.7372116808403
4,7,59,3,1,864.3385720335451
5,19,45,5,3,1397.3619717435495
6,10,37,2,1,863.3945250813122
8,9,28,4,1,992.336167613148
2,11,27,1,2,622.4885053841027
1,20,40,4,2,1000.1122348145619
2,5,54,5,1,630.4169523244109
8,19,58,4,1,1241.4193487770726
6,4,36,5,2,1035.3274945326234
8,8,62,2,1,1012.5055288034181
1,15,35,4,2,844.0431759107546
4,13,44,3,1,905.0970488609513
3,7,23,3,3,793.0606158444153
1,19,27,4,3,933.9284020670564
8,18,19,4,1,1025.1629473958928
8,13,41,1,2,1135.0736622190702
5,6,55,4,1,879.9135116248374
10,4,45,1,1,976.8190271416672
5,17,45,1,2,1074.3690929143966
7,1,62,1,1,813.0230505727015
5,10,56,1,2,960.6598599317017
0,7,19,2,1,399.8380798418411
3,0,63,3,2,736.8165324596893
6,11,22,1,1,742.3967342641915
1,1,28,3,3,625.0996715337168
8,17,27,1,2,1177.0351345985648
7,6,60,3,3,1076.2091594871133
7,16,19,4,2,1204.3748161437136
6,13,32,4,2,1074.6313754572723
3,6,56,3,2,861.7752570385301
1,2,58,1,2,559.5844691604084
2,5,54,2,1,594.4048536030075
5,19,24,3,1,970.5643405369758
4,1,37,5,2,767.5430879686176
7,16,51,2,1,1020.4029207186167
5,11,52,5,2,1036.8951478127603
5,11,51,3,2,978.014883823534
0,16,39,1,3,803.7400933923336
3,9,48,5,2,933.5730593500543
4,2,40,3,2,678.7997298030917
10,19,36,2,1,1258.948664572572
2,17,21,1,2,700.7333564549175
8,12,41,5,2,1243.8093818943598
0,11,37,3,3,947.9853135542328
5,16,56,1,1,1018.9376392876422
5,3,45,1,1,637.8033476224767
9,9,56,4,3,1304.9883591812827
4,10,34,1,2,743.8242639776803
4,5,36,3,3,923.9193383853053
9,5,52,2,1,978.1510456616388
4,8,49,4,3,934.5289736594145
5,14,64,3,1,967.3289319130911
7,1,63,3,3,987.1433015815969
1,3,64,3,2,758.1217733599585
5,4,63,5,2,944.9086491114416
0,16,56,5,1,891.6935995714836
3,7,52,2,3,882.0898398365201
9,7,47,3,1,1054.6248068682235
2,11,34,5,2,827.1319005545256
8,20,59,5,1,1392.4920136117494
2,7,64,5,2,870.3924188336338
5,18,46,2,1,963.269526559256
0,2,23,2,3,492.2333255506867
5,17,34,3,2,1091.6879236708348
3,20,34,4,1,885.8887125446599
7,18,31,3,2,1126.1704183800455
10,18,41,5,3,1502.5029668727043
8,14,54,5,2,1319.95325936472
3,5,57,1,3,845.189242136112
9,15,56,3,2,1348.8815362672988
9,7,49,5,3,1247.609075154064
5,15,53,5,2,1214.450486224205
0,17,54,4,3,1067.8256460143193
3,19,31,1,1,786.3569513464278
6,15,44,3,1,1046.0296946438177
0,10,36,2,2,585.4204794372381
7,6,48,3,3,1108.0882060120305
9,16,63,3,1,1235.515918187441
10,16,26,4,2,1285.665715238257
5,11,55,3,1,926.5091233122987
4,12,34,4,3,992.0450642063688
9,9,36,4,2,1051.4253040994754
10,6,61,5,3,1364.1920488110138
8,13,21,2,3,1184.6519773601742
1,0,28,4,3,624.2115330121676
4,16,39,1,1,766.8084757702151
5,3,21,1,2,633.3210977488947
6,20,34,2,3,1289.4220598717457
4,4,25,4,1,609.5079024380287
8,19,63,2,3,1406.354228231681
0,6,51,5,1,712.3651380672629
6,9,28,1,2,795.9652413770503
9,16,48,3,2,1288.6871765260114
6,6,28,1,2,759.2471274528106
3,0,55,4,2,777.6426669459578
8,6,38,2,3,1094.0718480973449
10,10,63,1,1,1100.233321241165
4,8,47,3,2,850.0166365857518
3,11,27,3,3,901.9447085346821
6,2,43,2,2,825.9120897682377
3,3,44,2,2,678.5599224274475
2,3,25,1,2,499.63199271752194
8,12,56,4,1,1078.568937658718
10,18,25,5,1,1327.5129309386182
7,9,25,3,1,876.9197908799748
0,4,51,2,2,595.2950886142144
6,6,33,5,3,1083.8100610342585
8,15,58,5,3,1429.7995924548045
7,0,30,5,3,909.2786684378436
7,11,40,4,2,1107.2993541454011
5,1,29,2,1,581.9503143476593
10,6,44,3,3,1314.0909765875392
3,10,39,2,2,768.1465731672301
7,12,49,1,2,1016.8599392637357
2,1,44,3,3,835.0620555734888
8,6,19,2,3,1034.226301998029
1,14,62,3,2,961.8349068463368
1,10,50,1,3,795.8217156541306
6,1,43,3,2,845.8861205362415
9,6,45,5,3,1180.4718613300033
3,3,36,4,1,584.32979321477
9,10,60,1,2,1121.826837598136
7,1,22,3,1,632.347955536177
8,15,50,1,3,1220.4313814813725
6,6,37,5,2,989.7951609745317
4,12,47,4,3,1184.3710526100826
7,4,62,1,2,1018.8149851632589
3,16,25,5,3,1082.4573755896104
1,20,55,5,1,958.1906295276929
10,11,34,5,1,1149.609141251742
5,18,61,3,3,1251.3881096742425
8,6,18,2,1,705.0410796522818
0,5,20,1,1,257.3556004475693
10,7,63,2,3,1253.9931225945072
9,12,43,5,2,1289.3588203143104
6,4,48,2,3,1019.8383146246844
9,1,25,5,2,899.9235926194856
8,8,60,5,1,1124.6795056979734
9,10,63,4,1,1242.0978246934562
8,5,25,4,1,837.4044951369664
9,6,52,2,1,952.8319998350944
10,6,56,1,1,1009.1710174631961
2,18,45,2,2,1016.5439226261548
10,5,21,1,2,931.5229887255995
4,10,33,2,2,931.7861378596168
7,10,30,3,3,1056.6216249731983
7,6,37,3,1,819.6930871973992
3,1,22,1,1,339.7331740418851
10,18,54,4,1,1403.619439616369
10,3,37,1,3,1079.7117539196993
0,5,41,2,3,619.9889738075422
0,16,53,5,3,1017.0686667478673
3,4,51,3,1,699.272906995436
5,6,62,5,2,988.6590807773849
7,8,51,3,3,1172.1133526621427
5,0,36,2,3,834.9735631084511
8,0,34,3,2,838.3226156533817
8,18,22,1,3,1106.922856447488
1,5,42,5,2,696.4781843137407
9,17,35,5,1,1189.8076168721109
0,9,25,2,2,502.7309753657401
1,10,44,5,2,849.3384286380533
4,0,32,2,1,551.2831201668017
3,0,62,4,3,890.9102986513894
3,12,30,1,1,648.3257358613388
8,4,33,3,3,1041.7560742917958
10,19,39,3,3,1432.4954648943271
7,0,37,3,2,859.2376337292936
5,19,30,4,1,978.1206903902336
0,2,37,1,2,442.39512283055956
1,17,19,5,1,726.5598272184274
5,8,52,5,1,1083.3610088125906
10,13,64,1,2,1259.0168062524124
1,16,36,1,3,856.4781243204699
9,13,62,3,3,1329.892037097037
4,3,54,5,1,792.70942894937
4,4,23,1,3,811.5575290432237
5,20,31,5,2,1143.5464678383248
5,16,21,1,2,872.8883252978968
5,1,39,2,2,721.9603429765688
1,4,56,3,1,651.7358372012427
