Distance Traveled (miles),Number of Participants,Age,Accommodation Quality,Duration of Stay (days),Travel Expenses (USD)
412,1,27,4,3,2100.412574146252
173,4,20,5,3,2233.013931993085
467,4,55,2,2,2431.6475234597146
490,2,46,3,1,2036.6719497885206
448,5,32,4,3,2579.091799524718
251,2,40,4,1,1918.4859266807523
78,2,40,1,2,1655.0489791734967
184,5,35,2,1,1711.8156427211343
58,1,63,3,2,2249.5646926437566
492,4,36,5,3,2736.3584640717654
117,2,45,3,2,1987.8803380559486
235,5,43,5,1,2458.3224848736186
170,3,27,3,1,1608.1544348990603
128,2,64,3,1,2249.4907182615084
158,4,21,2,3,1793.4220161434034
474,1,19,1,1,1056.142560032313
159,2,20,3,1,1356.4597240821251
441,2,24,4,1,1690.6258383168692
302,5,33,4,2,2234.932802376807
152,3,48,4,1,2179.1211686109223
428,3,27,1,2,1512.285740954806
485,1,36,3,1,1732.583846445173
464,4,45,5,2,2808.9246729530864
169,1,34,5,2,2041.1607376822046
20,2,45,2,3,1975.2946959349836
147,2,36,1,3,1720.931791337244
466,3,54,3,2,2481.5311883062736
87,4,40,4,2,2242.431411986702
86,5,37,1,3,2070.8126264660646
450,4,30,1,2,1847.5041825362264
263,2,30,3,3,2047.2206044980503
418,5,60,2,3,2751.2092647207387
267,4,28,2,1,1594.2999385064845
329,4,32,2,1,1729.140081846124
300,5,34,4,3,2605.8471602583954
272,2,45,4,3,2453.9587234329747
94,4,36,3,2,1982.81498566066
155,5,21,2,3,1919.2521367467234
332,2,39,3,3,2286.9642700467152
51,5,39,2,1,1792.87992639905
383,5,54,1,3,2486.4331873694805
134,4,56,5,2,2735.3764214841235
176,2,51,5,3,2625.4562317649898
434,4,50,2,1,2158.3494204755566
250,1,61,3,1,2062.8203648942235
468,1,59,4,1,2378.6266482846395
496,2,57,2,1,2112.764314694468
289,5,50,2,3,2579.3498881981227
197,4,29,4,2,2112.9668828367235
311,4,19,2,2,1678.0934816787415
28,2,45,1,2,1648.5313555623902
77,2,27,4,3,1929.5966829244633
227,1,39,1,3,1719.6920623547367
111,3,34,5,3,2431.8176886171505
51,2,43,4,2,1997.175947792377
297,3,20,4,3,1948.5199709526573
176,2,24,3,3,1829.2283137503623
118,5,61,3,1,2471.2121005052977
45,5,25,4,1,1871.4995331398916
241,1,37,5,2,2062.9601668652867
238,1,29,2,1,1240.0219036343738
362,3,52,3,1,2136.693968761266
173,2,34,5,1,1896.8600657051602
396,4,45,5,3,2831.234957943828
82,1,58,3,1,1957.0589012806224
145,4,27,2,1,1582.7812560297573
362,4,39,3,1,2007.9637047280582
388,2,55,5,3,2890.882491309855
79,3,50,1,2,1922.2330338048248
434,2,39,3,3,2211.487640766672
496,1,61,5,3,2950.154731942762
205,4,54,3,1,2261.2195182578644
278,2,30,5,2,2088.9724921249926
58,2,44,2,1,1617.6916089209017
325,2,32,5,1,1949.6094840182304
139,1,39,4,2,1894.8985883331814
453,3,47,1,2,2134.7837855635685
14,2,60,5,3,2809.7750956116274
437,1,57,3,2,2334.8604582964213
36,4,54,3,3,2527.73756773578
169,5,51,5,3,2949.910300269851
158,1,61,4,1,2140.4232837389886
273,5,51,5,1,2629.996944002643
239,2,52,2,1,1876.3092029583047
209,2,59,4,2,2474.1721538720626
59,1,36,5,2,2000.9957712565647
76,5,25,1,3,1773.073854209691
309,2,56,4,3,2649.793304577218
390,4,50,5,3,2906.180631405329
67,3,61,1,2,2052.459126634484
268,3,45,5,3,2648.904810423793
351,2,54,2,3,2324.243563860342
335,5,42,3,2,2411.959971352161
139,2,53,5,1,2248.5679008985235
224,5,34,4,2,2190.2943286360087
181,4,41,5,3,2675.084600869505
267,5,38,5,1,2374.6804308766696
111,2,19,5,2,1833.9382801073916
218,4,48,5,1,2427.308209144367
300,1,61,4,1,2212.9945569904853
363,3,50,4,3,2641.5535187326236
480,2,47,5,2,2560.0082069229975
295,2,29,3,3,2050.451989004781
125,2,61,5,2,2575.355333277847
273,4,29,4,2,2127.09588968577
159,1,41,2,2,1671.7529782645263
309,5,41,5,1,2383.2964956027513
451,1,28,5,1,1837.2498403004345
45,4,30,5,3,2365.8176399198883
462,2,44,5,2,2359.7682722935106
342,3,25,1,2,1531.0796147390363
486,2,27,5,1,1949.4047854187597
296,5,25,4,2,2185.3660868608513
312,3,37,4,3,2367.364727467395
320,2,25,1,2,1330.608374298307
217,3,26,5,2,2057.4345215133535
115,1,24,3,1,1322.796308138646
455,4,31,5,2,2393.70670900076
167,2,45,4,3,2425.965369309122
130,5,19,2,3,1779.9548386851695
64,1,60,2,3,2272.604865486619
409,2,25,3,3,1966.9522648305324
21,1,30,5,1,1642.7549110141704
154,5,38,1,2,1940.5176519171482
409,2,64,5,1,2646.501208744277
405,5,45,3,3,2603.289663016867
145,3,52,3,2,2311.593701787684
477,5,40,3,1,2176.414293959705
12,3,63,2,2,2267.847322506963
153,2,32,5,3,2223.3353216001165
39,3,19,5,3,2046.9161171149
246,2,29,1,2,1405.69690918698
288,2,53,3,2,2245.3903102343684
357,4,20,3,3,2030.0339836257715
124,2,22,4,1,1532.2887053835886
113,3,20,4,3,1886.1695498998379
127,4,64,2,2,2493.649925845457
14,4,36,5,1,2128.7151119760215
477,2,19,1,3,1559.0505488730143
369,5,61,1,2,2460.9527521989385
257,5,54,3,2,2573.82620216606
373,4,34,1,2,1820.6684669648723
330,2,31,3,1,1665.171469384163
130,5,45,5,1,2395.638024454348
295,2,44,1,1,1539.4935793391264
158,2,27,3,1,1490.408401719217
93,4,20,5,2,1920.2079357895882
463,4,53,5,2,2872.452225713548
415,1,55,3,1,2093.6291549096227
475,5,42,3,1,2188.385371416066
465,5,39,2,2,2283.604335232765
240,5,56,5,3,3072.4420606058034
297,3,64,3,3,2756.6379604662734
170,2,47,5,2,2342.3239375010917
281,4,38,1,1,1672.9052117729018
469,5,47,4,1,2454.9319342338376
47,1,45,4,2,1951.643303839401
235,5,48,3,3,2644.580946950194
151,2,43,3,2,1970.93540314076
301,2,60,5,2,2754.7963054843126
490,4,39,3,2,2290.4383637119536
160,3,38,5,1,2103.3077410257215
123,4,18,3,1,1522.2253514459737
246,5,54,5,1,2661.0007740913125
75,1,30,3,3,1826.6099283848982
370,4,38,2,2,2012.5076432828723
350,3,63,5,2,2967.3019495704643
267,4,26,2,3,1967.271581125169
484,2,34,2,1,1561.9133840129948
258,5,64,2,2,2615.8928231134896
466,5,38,2,3,2402.3333059622632
458,5,48,1,1,2045.2397783747945
340,5,56,4,1,2475.0062024193394
332,5,39,1,2,1968.595827863865
189,5,29,3,1,1755.3574609384025
199,1,23,3,3,1641.0821771485173
416,3,33,4,1,1976.3209486376747
163,5,43,4,2,2413.457989085322
205,3,22,4,3,2024.313070936503
475,5,26,2,1,1712.7531118894817
320,4,63,1,1,2238.9655972389833
271,5,57,3,1,2427.4940548551454
428,2,31,1,3,1707.8403503791203
415,1,61,1,1,1909.7024108210828
436,4,59,1,2,2330.8738631341475
152,4,47,4,3,2675.6829530678046
351,2,43,4,3,2435.094341488982
325,5,62,3,1,2517.7048879542726
110,1,46,3,3,2097.897676699871
253,4,36,3,2,2076.3808576661104
499,1,64,1,3,2403.987811318129
21,4,25,4,2,1871.2449675062749
248,5,40,2,1,1986.1840329674349
58,4,59,1,3,2377.4284848315747
51,4,52,5,2,2626.720106019647
175,3,48,1,1,1701.1522908743116
91,5,52,4,2,2584.4949179252967
438,2,49,5,3,2685.5237802457627
300,2,22,1,3,1554.6266697782773
167,5,33,4,2,2339.7867455063033
225,2,34,4,1,1827.0910705070044
499,5,49,2,1,2251.4227939296466
167,2,55,1,1,1656.7516868528992
471,3,49,4,1,2369.8067388372997
143,2,37,3,2,1901.625106232901
76,4,19,4,3,2076.371388543241
345,5,37,2,2,2067.3071640312132
16,1,64,4,3,2568.0066248771386
445,1,35,1,3,1698.211529720304
23,5,18,1,2,1342.9970453937767
82,3,46,5,2,2382.1540866581963
408,2,46,1,1,1697.3882687158468
414,3,36,5,3,2556.179034873427
172,1,61,3,1,2022.5426404367297
75,5,57,2,1,2194.471808802043
356,5,23,3,2,1825.8922066318478
139,3,61,5,1,2512.3793214694947
428,3,56,4,1,2450.914951285491
475,2,63,4,1,2477.3286280117054
215,4,25,3,2,1922.4602339769638
285,4,41,4,1,2129.4353150600323
475,2,37,5,1,2097.892295432222
265,4,31,2,2,1803.1976164828168
275,1,22,1,2,1189.615105512812
34,4,58,5,2,2740.8505601497013
459,2,57,5,3,2959.905313997875
290,4,51,1,2,2222.74589345158
262,5,33,1,3,2069.870804579333
319,3,62,2,2,2340.607984002152
298,1,24,2,2,1491.0825553496772
173,5,33,2,2,1970.8569872439966
104,5,24,4,3,2233.4346680068625
279,2,44,5,1,2222.865428355411
330,3,31,1,2,1753.3977029228824
119,3,31,5,3,2320.050437816551
345,1,61,5,2,2600.8515766239852
319,2,50,2,1,1925.871497837463
247,1,50,2,3,2256.3156125894848
390,4,61,5,2,2972.244233369855
445,5,37,2,2,2164.0456048325664
396,1,64,4,2,2586.6058673365415
492,5,53,1,1,2178.466501642827
434,2,24,5,3,2176.57639170252
399,4,49,1,2,2144.7948987938685
34,2,20,4,2,1630.6728132898222
150,4,56,2,3,2505.7964575509486
126,4,46,3,1,2041.3502387113786
491,5,41,4,1,2370.3138687199767
401,2,39,3,1,1725.4342275502954
414,2,23,1,1,1180.9477996690246
491,1,41,5,1,2158.2929191121166
461,2,57,2,2,2325.0224450395503
34,1,40,4,2,1895.8567886416554
88,3,55,2,2,2096.1737663934027
77,3,27,3,3,1964.3482738615694
182,3,33,3,1,1714.6417780422037
453,2,28,5,3,2330.3965233757867
21,2,49,3,1,1883.592693005211
297,1,62,5,1,2379.5637681734634
137,4,23,4,3,2186.5479807369115
105,1,41,5,2,2047.3984295135056
101,3,50,3,3,2359.2384407594227
150,1,29,1,2,1252.9551926138977
40,4,44,5,1,2220.8771727666535
343,2,55,2,2,2186.8039818265424
29,1,35,1,1,1198.4211940568148
155,3,62,5,1,2563.4227939802618
486,3,56,2,2,2299.119399098142
325,2,30,1,1,1212.4754568712387
456,1,57,5,2,2660.3186073616394
399,4,47,4,3,2775.62924055166
169,2,58,2,1,1998.0436886262132
358,1,30,4,1,1672.3775406405073
52,5,51,3,3,2629.4077559905204
263,3,53,5,1,2409.522711982641
139,4,47,5,3,2783.529638619641
69,4,42,2,3,2150.516102941846
160,4,19,5,1,1769.2873771959717
476,3,53,3,3,2659.5998612951994
296,1,35,5,3,2306.9885096800144
14,2,22,1,3,1442.5805731501387
476,1,36,4,1,1793.7717383014472
427,2,59,3,3,2689.8557529252903
275,4,35,3,2,2093.9946085146544
354,1,49,4,2,2310.3979613368006
139,4,38,4,3,2482.3817659995802
391,5,27,3,2,1963.8230363440039
276,4,54,4,1,2470.431657520457
187,4,39,2,3,2228.15346299584
262,2,30,4,1,1668.084298250993
424,5,34,1,2,1863.906028193882
65,4,26,1,2,1541.2361972487797
472,4,41,2,2,2161.6805618862472
466,5,61,4,2,2920.879052380964
480,5,31,1,1,1781.9391494871625
92,1,63,5,3,2771.1270242027335
402,2,25,4,1,1596.7039646066094
108,5,54,2,3,2483.12071094354
158,5,36,4,2,2351.116886745132
338,3,45,3,2,2220.789995889482
165,5,63,3,2,2656.513323350393
199,2,58,1,2,2032.124261113098
380,4,47,3,1,2149.614904068288
272,4,24,2,3,1853.6450983334823
89,4,43,1,3,2105.3355611253
409,4,57,2,2,2502.876560759074
261,3,63,2,1,2214.5567526584405
106,5,63,3,2,2586.2698583574556
269,4,28,3,3,2237.0087819472355
269,1,31,2,3,1845.3018933181495
112,4,38,3,1,1929.6522992158868
49,5,25,3,3,2089.6876155073696
282,4,20,3,1,1595.5537191934113
110,3,45,4,2,2276.864274478742
368,2,46,2,2,1946.9201846561468
389,2,40,5,1,2117.2506871686273
317,5,35,2,2,2029.1872448615668
230,2,52,1,1,1735.3584484097528
317,2,30,3,2,1820.8533027228718
429,1,29,3,2,1696.5856398494402
133,5,64,5,3,3116.8700303177966
431,5,22,1,3,1923.2810927430223
240,2,56,4,1,2186.83925756174
187,2,28,2,2,1490.7383898271123
72,2,28,4,2,1900.8238102772784
494,3,64,1,2,2492.4841828032118
125,4,59,5,3,2970.0479029240432
200,3,64,1,1,1938.8290286222084
71,5,48,5,1,2506.042905473202
265,1,48,4,1,2009.3050801255433
492,4,30,4,2,2284.500852209764
16,1,31,1,1,1046.262325431912
164,5,62,1,3,2520.0851004064884
101,5,59,3,3,2768.528487951914
479,1,42,5,1,2138.214430705592
23,1,50,3,2,1924.9275466176152
464,1,50,2,3,2296.8325047727526
238,5,32,2,3,2072.1296129705884
95,2,33,1,2,1477.9629176688743
142,1,61,4,2,2397.313136574353
192,4,55,2,1,2156.9410426136965
395,5,23,2,3,2009.5363238695152
71,3,61,3,3,2640.791450916238
228,3,42,3,1,1927.8552914292575
414,4,32,2,1,1759.2069885433089
255,2,21,1,3,1453.1716633246042
239,1,21,3,3,1650.8442931558202
88,5,47,2,2,2169.1843996739262
158,1,51,4,2,2173.867050965291
147,5,44,3,3,2566.5056273376395
480,3,48,2,3,2406.777888451996
323,1,49,5,2,2431.2380029241826
385,4,61,3,1,2389.94165968504
432,2,56,5,1,2393.9014271675496
398,4,26,3,3,2160.1093607551325
74,2,58,3,3,2383.0878848710404
22,1,25,5,2,1762.9939632823393
222,1,31,1,3,1538.8447449633977
483,2,50,2,1,1956.8092816052733
251,3,40,1,2,1736.3581135410316
222,5,38,1,2,1949.052650175931
190,4,29,2,1,1530.9500093334557
347,4,19,4,1,1660.2848508519016
494,4,30,1,2,1839.6351506563915
182,1,21,1,3,1322.5635813744839
169,4,37,1,1,1643.1251667756542
173,5,31,4,2,2174.42477917624
474,5,47,3,3,2685.8670529614437
492,2,46,5,3,2701.7987094739433
197,1,25,5,2,1820.4807172644978
404,5,29,4,1,2088.30840672135
200,3,58,1,3,2330.1296000687416
414,1,55,5,1,2384.713982101937
317,1,43,4,2,2114.213649606511
265,5,19,2,1,1437.4619257116249
192,3,57,5,3,2972.1719740387543
126,2,31,2,2,1564.5339458816309
291,5,23,1,3,1834.4258520154706
205,3,59,5,3,2928.056041814089
43,1,57,4,2,2248.4344467620954
61,3,48,3,2,2053.0473568367443
121,1,34,5,1,1819.2482597584146
261,5,42,5,2,2579.4789257654543
91,5,49,5,1,2459.3090993737565
241,4,29,5,2,2338.4669767530913
236,4,30,4,3,2365.224379092368
242,4,36,4,1,2121.6099158704137
230,5,61,3,2,2651.1493640681283
445,2,42,4,1,2099.0018006743376
422,5,48,4,1,2491.163125133534
431,3,54,1,1,1942.7688333137564
51,5,42,1,3,2077.9701568868622
30,5,33,2,2,1929.2302180728318
51,1,55,3,2,2049.7943488428186
406,1,60,1,1,1859.814148802697
122,1,40,3,2,1856.6556734393969
114,5,31,3,3,2178.163636200944
201,2,23,5,1,1656.0682597075186
26,3,42,3,3,2328.8052718603076
129,3,40,5,3,2471.4969376071076
402,2,60,2,2,2381.8367683241595
434,2,29,2,2,1694.3498328148567
138,3,30,2,1,1447.7062313284116
139,4,53,5,3,2863.1675920429134
69,1,56,5,2,2401.38915489322
57,1,51,2,1,1715.3956546288196
38,3,23,5,1,1766.8050368593665
106,2,55,4,2,2342.419289419136
19,4,57,4,3,2656.208556045794
251,3,25,5,1,1876.5308992586206
323,1,25,5,2,1918.1417971437745
453,5,57,1,1,2279.425843375481
241,2,50,1,2,1796.9936878574006
286,5,51,3,1,2288.324318547852
293,3,61,3,3,2690.2465338842935
212,1,32,3,1,1493.2060622755307
256,4,53,2,2,2292.55219853493
299,5,52,4,2,2711.420469276963
273,4,63,2,2,2401.757037374762
452,1,39,5,3,2464.6488906759955
223,5,40,1,2,1973.7825063557168
209,4,57,5,2,2798.257561310401
442,4,62,5,3,3202.1191896113323
88,5,39,1,2,1703.0092410293955
410,1,22,5,2,1923.4072286336732
453,4,48,3,3,2587.83974471097
352,3,30,1,1,1456.6855246462305
353,5,45,5,2,2789.007240839006
182,2,37,3,1,1597.1948423043712
476,2,50,3,3,2517.1629630483267
78,1,33,4,2,1737.2214993345372
425,3,46,3,2,2280.3801295850153
437,4,40,2,3,2312.2027417058366
458,2,41,1,2,1836.8209025335202
96,1,51,1,1,1548.3960575548322
110,3,24,1,1,1198.105814438492
17,3,55,5,3,2676.3321089584306
342,1,54,5,2,2375.2594018588884
209,1,21,2,2,1370.1141157531351
96,4,51,3,3,2555.323414694306
52,1,59,5,1,2206.125982788049
394,4,39,3,1,2044.3672861309822
118,4,22,3,3,1938.536408206764
444,5,59,5,2,3106.324583883984
417,3,40,5,1,2262.6792478108396
492,3,32,2,2,1931.0195116629604
161,3,48,4,1,2109.8217194026065
26,5,26,1,2,1597.2511759324839
142,4,60,5,1,2600.366108894157
157,4,42,5,2,2437.577123657414
286,1,42,3,3,2016.5065028469248
241,5,38,4,1,2226.6740178366185
323,1,26,5,3,2218.9846806688647
424,5,55,4,1,2542.6002529811294
375,1,39,1,1,1452.179770406498
237,2,60,3,1,2201.095954763708
148,3,40,2,2,1848.270072853421
445,3,21,1,1,1255.6257444952582
408,4,46,4,3,2783.025228772764
220,2,32,4,2,2003.7555412294387
400,3,18,1,2,1432.5744956656229
37,4,47,4,1,2132.5015254235245
60,2,46,2,2,1904.472770613539
500,3,37,2,1,1748.1707503064426
451,1,50,4,3,2596.531856388994
270,5,58,4,2,2876.6103611229614
270,2,61,2,2,2314.0740032791996
359,4,53,4,3,2856.6404086176644
361,2,39,5,3,2383.130383164627
17,4,30,3,1,1649.260961715726
329,2,24,5,2,2082.744001608533
147,4,25,4,3,2220.3528233797306
47,3,45,4,2,2245.265702009003
120,1,62,3,3,2415.957752182036
489,3,60,4,2,2795.7202949634197
377,1,26,3,3,1779.851620754728
229,3,42,2,2,1945.958202782986
346,3,33,3,1,1869.9939777331724
232,2,27,3,2,1665.7814867595046
145,5,28,5,1,2112.9594665667437
265,4,48,4,1,2204.6437989917276
369,4,29,2,1,1631.8898748454003
418,4,48,1,2,2127.9731409316973
338,1,31,3,2,1756.6810017734772
459,4,61,1,1,2302.872244191732
472,4,49,4,3,2790.797458884278
443,2,34,3,2,1981.221817121142
460,3,52,1,2,2148.31913240215
58,4,18,5,2,1909.5575339757954
301,5,46,1,2,2168.297343754718
391,4,21,5,1,1998.9086144089486
333,1,40,2,3,1952.8262335985926
87,1,45,4,3,2253.2351216269976
114,1,33,1,3,1519.0213906324766
178,4,29,3,3,2074.7206364378358
226,2,38,4,1,1871.9221483133103
387,5,62,1,2,2520.873710601607
128,4,34,3,2,1977.324508539581
199,2,57,3,1,2058.677127093438
264,2,30,3,2,1770.463922936339
379,4,49,3,1,2260.930844945313
275,4,54,1,3,2299.908243447981
158,2,32,2,1,1462.067451106248
173,2,29,5,2,2042.0987585178366
149,2,32,5,2,1996.6712393930354
356,4,51,5,2,2736.2364412615934
497,2,23,2,3,1840.303583226157
267,1,34,3,1,1467.9775008009142
383,4,37,3,1,1929.7339074149986
278,1,26,4,2,1682.8543930761352
190,3,22,5,1,1756.1009523597882
169,4,40,5,2,2486.386594967028
360,3,50,3,1,2169.913224731545
409,2,55,5,3,2829.229629691261
297,2,31,3,3,2069.9470478764047
297,5,34,3,1,2011.6700734333276
389,2,36,3,3,2228.256459897359
235,3,50,1,3,2163.0727047828427
20,2,18,1,3,1346.953854873313
19,4,30,1,2,1728.0910407208385
280,2,63,1,1,1934.521328691637
282,5,44,2,1,2017.750897742644
433,2,23,4,2,1868.5548945193996
411,3,23,4,2,1960.9748225721282
192,3,50,3,3,2473.9051406570534
466,2,47,5,1,2325.905433087449
162,3,63,1,2,2122.757522037607
497,3,52,4,3,2789.4024435622778
324,5,40,4,1,2235.684523812651
343,4,27,1,3,1775.0740587020323
133,5,36,2,1,1843.7516115972562
482,1,45,2,3,2114.4067654988553
123,5,40,4,1,2180.668323477436
287,2,21,2,1,1105.8004972284148
423,4,37,1,1,1726.4461007600073
477,2,36,4,1,1942.8293124411437
222,1,59,1,3,2063.257593452484
181,4,44,2,2,2042.9040360233685
297,3,51,1,1,1784.1836900788237
444,5,21,2,1,1679.5337697313826
183,2,55,2,1,1896.0213422006877
122,1,24,1,1,914.8755382544218
385,3,24,2,3,1894.425193474092
414,5,43,3,2,2313.462881763554
492,3,43,1,2,1899.746322237938
131,5,36,3,2,2136.2326023562196
41,4,26,1,3,1659.285096512731
231,3,37,2,2,1915.0855767986475
128,3,59,2,3,2452.466129743053
48,3,62,4,3,2795.2979469124116
277,4,33,4,1,2031.8369717415458
242,1,34,3,3,1928.843346969875
440,5,39,2,2,2146.7289737357733
27,3,30,4,2,1911.0026889327094
158,4,29,2,2,1802.361158784663
406,1,27,1,1,1181.3616355953784
158,5,18,4,1,1768.5476913527443
135,4,49,3,1,2096.137797732848
401,5,47,4,3,2762.8423000158546
311,3,25,2,2,1582.0957290214978
369,1,38,5,3,2472.623674770042
247,4,39,5,3,2595.1237435547096
144,1,35,2,2,1540.1203814446187
160,3,19,1,1,1155.8793523970967
245,1,61,4,2,2382.87277431232
233,1,26,5,3,2052.324364499724
212,2,20,1,3,1445.4176584623995
265,1,43,2,1,1575.3850535537426
95,5,38,1,3,2008.9738149306843
159,4,47,2,3,2309.8241145405814
244,2,45,4,2,2255.9542512395324
354,4,53,1,1,1980.85487728093
31,4,43,4,2,2242.576593884062
357,3,51,1,2,2095.804882443921
294,3,25,2,2,1732.3229296398742
278,2,27,2,3,1826.7570443483787
475,3,60,1,3,2431.3365823790405
267,3,31,2,1,1498.6636574957406
38,3,57,3,3,2530.8498239120095
222,4,32,3,1,1809.552296496452
472,2,34,4,2,2054.7611835502503
445,4,35,3,2,2186.8216969163045
292,5,49,3,3,2680.943447550065
59,4,55,5,3,2953.395922459322
104,5,40,5,1,2280.2251656453886
472,1,63,5,3,3015.330122790125
416,1,40,5,3,2529.5208749201124
97,5,52,2,3,2454.8499039775015
53,5,56,4,2,2664.2017813605194
470,4,32,4,3,2464.4271645322374
287,5,41,3,3,2500.879247740546
180,2,45,4,2,2202.3120985834958
430,1,33,3,2,1785.5033463068812
198,1,33,4,2,1779.2353559689234
362,5,57,1,2,2344.402501216375
193,3,56,1,3,2325.544028742394
12,3,23,4,3,1955.834386916747
200,5,19,2,3,1878.8378007482431
127,2,30,3,1,1553.1324734874004
28,3,61,4,2,2454.1418152775896
32,5,64,3,3,2867.9553751912
422,2,26,5,3,2364.4926749304095
39,2,51,4,3,2444.0765508276654
304,4,34,2,2,1835.851053699731
117,2,44,5,2,2284.6804431151145
376,3,46,4,2,2438.510857443899
290,3,54,1,3,2280.603726582892
137,5,60,4,2,2782.12262234288
238,5,39,1,3,2168.6304814053906
120,2,41,1,1,1383.3878463753588
145,1,24,4,2,1612.137319718862
371,4,51,4,2,2587.017817482744
195,1,29,1,3,1547.1336656738988
153,2,40,3,2,1867.0458370767756
81,2,32,5,2,2133.3168672215943
138,1,50,2,3,1947.829521278826
373,4,30,4,3,2301.1637606106287
270,1,40,5,3,2412.6836150285835
12,5,55,5,1,2579.3774286236544
458,3,49,3,3,2555.3814031313823
397,5,62,5,2,3122.309964859019
113,3,52,4,1,2224.8850970284293
492,2,18,5,3,2156.0040114893
233,4,64,4,1,2609.9118347625213
329,1,62,4,1,2147.4613220006654
371,4,22,1,2,1568.8416522943828
363,1,30,3,1,1529.1153404437482
500,5,22,2,3,2185.641478805751
482,5,49,1,1,2029.7161805915407
19,1,38,2,1,1367.706727656608
414,4,41,4,2,2498.1817178149586
393,1,35,1,2,1574.5056372022084
311,2,38,5,3,2466.7582458179613
240,5,27,5,2,2358.1160429232523
228,2,41,2,3,1994.363855124348
420,5,57,4,3,3136.2654299913384
75,5,64,2,2,2549.6247729489796
434,3,38,3,1,1845.7018118168546
121,2,42,5,2,2220.2394909267878
22,2,40,1,1,1253.123356826564
402,3,39,1,1,1670.7885696183475
429,4,21,1,3,1812.6754664594305
95,2,51,5,3,2594.4862179175852
243,1,23,4,2,1741.5178546043835
99,3,45,5,1,2195.3235817004474
323,2,48,5,2,2602.6692672897466
63,4,52,1,3,2161.52823264791
21,2,56,5,1,2312.584498631792
218,5,59,1,2,2319.129909119824
471,1,40,4,2,2101.6479491337673
23,3,23,3,3,1812.8468083415949
130,5,33,1,3,1993.3501091623232
427,4,19,2,3,1896.4149658824695
446,5,41,3,3,2626.8841389209574
386,5,34,4,2,2403.348804619033
29,4,62,3,3,2777.0712162129516
84,5,18,1,3,1591.9392177930456
409,3,23,4,2,1886.6335001879145
252,2,22,2,2,1462.6116993918852
232,5,62,1,1,2166.3197883388307
79,3,46,1,2,1853.1971140235978
321,2,29,4,1,1687.1086463861043
220,2,56,4,3,2602.5186573256997
110,5,64,3,1,2468.382703703085
195,3,20,2,1,1385.7765039355336
141,5,18,3,3,2085.8815664351305
120,4,44,3,3,2332.929882426874
390,2,41,1,3,1855.2141096695907
141,5,61,4,1,2561.801010327837
29,2,36,1,2,1482.6534376137479
403,3,25,2,2,1699.4239638354188
33,1,61,3,2,2182.2897495778716
236,5,64,2,3,2838.795324243469
163,5,19,4,3,2141.3597472734887
302,2,47,4,2,2301.667496375657
239,3,47,5,3,2741.734061264248
478,4,56,2,1,2269.9708999938457
319,3,62,1,1,2083.285375925424
497,5,49,2,3,2543.1036485760355
368,4,18,3,2,1799.724307920362
414,3,55,4,2,2618.4896970777277
211,1,30,4,1,1597.220624926198
47,2,28,2,3,1653.6172185534622
439,3,27,2,2,1782.5592262972073
269,3,43,2,2,2000.6471515693618
197,1,37,3,3,1985.8703554502579
66,5,34,3,3,2246.580458123641
438,2,34,1,2,1634.537939406289
29,3,21,2,3,1596.2308070439594
282,4,22,1,3,1707.2198624083699
128,3,40,5,3,2467.036887780407
80,2,63,3,2,2330.640852069793
13,3,27,4,1,1664.7158211294952
230,1,63,5,3,2865.98637426159
23,3,45,4,2,2208.939683799892
12,3,50,5,1,2252.0570571727753
225,4,60,1,2,2269.6975646438523
238,1,43,1,2,1678.167661491303
345,1,46,3,2,2031.250103584439
195,3,44,4,1,2100.645996171391
64,4,35,5,2,2300.5288435781126
397,3,57,2,1,2107.3217237670992
385,3,27,2,3,1967.8344953561193
263,2,59,3,1,2057.891281353682
33,2,22,4,2,1709.586925560374
171,4,27,2,1,1465.794165499017
167,5,38,3,2,2186.548593964321
91,2,41,3,3,2156.9486220386943
412,5,55,4,1,2584.648840302204
168,1,20,2,3,1495.7086025694732
197,2,57,2,1,1980.7580399453095
69,2,48,2,2,1986.910990540029
412,4,58,1,1,2115.2476755707357
314,5,54,2,3,2645.9895977647043
328,2,19,5,1,1696.0231496811614
375,2,19,1,3,1506.4368454116147
220,4,56,1,3,2312.7136261195365
415,4,59,1,2,2281.459350155862
161,5,61,1,1,2149.7859469593573
118,1,51,3,3,2246.0545963344975
85,1,59,5,2,2535.57132313641
39,3,37,4,2,2049.0138763702334
323,2,50,2,2,2137.933569247672
495,5,21,1,3,1857.2746144361884
126,2,62,4,1,2313.507699930033
424,5,61,3,3,2968.639336531504
365,5,28,4,2,2176.873249463738
201,5,59,1,3,2445.845671123371
28,2,64,5,3,2822.266197270931
441,4,22,4,2,2042.509889263411
182,2,42,1,1,1436.5924352539444
237,5,54,1,2,2286.581968681941
359,3,51,2,2,2179.215418317182
192,1,26,2,3,1566.6663013205023
122,5,23,5,2,2159.1982302269166
192,3,35,2,3,1964.4364807750087
490,4,31,5,2,2497.3487191314616
155,5,36,3,2,2131.7374818438575
328,3,31,3,1,1688.1130959177206
125,5,57,2,2,2484.7553477759197
122,2,34,3,1,1627.251866299618
260,3,52,4,2,2475.3153581106662
485,2,46,4,2,2322.686348560283
260,2,59,4,2,2548.326883937298
312,3,34,3,1,1712.8292134814917
468,1,60,4,3,2768.6636189920564
322,3,25,5,1,1923.506153145297
